"StationName" "Latitude" "Longitude" "Elevation" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec"
"2247" "USC00140926" 37.0764 -97.87 370.3 97 134 315 306 443 481 313 359 297 309 190 120
"2248" "USC00140957" 39.0636 -94.8958 253 115 147 251 386 505 586 430 417 486 349 237 164
"2249" "USC00141003" 39.9028 -96.7683 398.1 72 98 217 300 427 473 432 396 349 216 144 108
"2250" "USC00141029" 39.3686 -101.4467 1047.6 44 53 116 181 321 323 317 281 142 157 80 37
"2251" "USC00141057" 38.7711 -97.8564 417.6 85 127 243 270 449 417 392 360 276 227 126 100
"2252" "USC00141068" 38.6689 -99.7883 742.2 60 73 167 180 308 321 371 252 184 158 93 78
"2253" "USC00141104" 37.5433 -99.6383 734.6 45 63 169 195 355 381 323 311 182 196 89 91
"2254" "USC00141141" 38.2006 -99.5344 641.3 56 72 162 189 343 366 348 274 187 163 85 81
"2255" "USC00141179" 39.8775 -98.3036 512.1 57 67 196 256 381 341 417 295 255 208 146 87
"2256" "USC00141202" 38.6453 -96.3506 381.9 88 123 262 326 522 539 445 401 334 275 203 126
"2257" "USC00141233" 37.0247 -97.6092 347.5 126 148 314 325 482 495 329 320 287 318 207 140
"2258" "USC00141239" 37.315 -96.6625 384 108 152 285 334 564 599 358 376 334 336 240 162
"2259" "USC00141282" 37.0103 -96.0114 274.3 148 208 344 385 635 540 368 347 401 392 263 204
"2260" "USC00141351" 38.0325 -96.6797 438.9 79 120 249 352 470 577 399 383 332 278 210 113
"2261" "USC00141355" 38.9328 -99.2261 609.6 57 68 185 199 328 297 408 307 189 165 93 75
"2262" "USC00141371" 39.5067 -98.4305 448.1 64 81 184 250 386 392 440 272 251 170 126 100
"2263" "USC00141383" 38.7978 -99.7231 679.7 48 65 168 196 318 299 326 287 178 144 92 74
"2264" "USC00141395" 37.0347 -96.4631 268.2 110 154 281 348 519 531 326 349 372 406 240 163
"2265" "USC00141404" 38.1936 -95.0725 289.6 122 183 294 409 558 624 532 367 416 392 287 183
"2266" "USC00141408" 39.7242 -96.1258 402.3 77 107 249 317 469 515 516 400 361 255 171 102
"2267" "USC00141425" 38.7672 -96.2567 442.9 71 103 246 333 501 558 411 369 293 233 186 114
"2268" "USC00141428" 37.6769 -95.4472 286.5 153 177 316 436 604 624 427 416 437 408 257 192
"2269" "USC00141435" 38.9644 -97.0119 335.9 65 116 233 296 474 457 433 384 293 255 146 106
"2270" "USC00141452" 38.3314 -98.3131 518.2 62 94 223 252 410 407 389 317 215 224 103 89
"2271" "USC00141467" 37.7206 -97.7936 444.1 82 105 268 271 468 485 395 387 283 271 163 112
"2272" "USC00141478" 37.1908 -95.5586 237.7 163 192 350 396 685 552 305 343 419 393 282 208
"2273" "USC00141522" 37.8131 -100.3456 819.9 58 66 161 186 293 379 334 285 165 168 76 76
"2274" "USC00141536" 38.5214 -98.5358 547.1 65 101 231 239 479 410 388 335 187 202 102 90
"2275" "USC00141559" 39.3739 -97.1275 367.9 69 108 215 274 465 421 383 366 327 212 149 104
"2276" "USC00141593" 39.5642 -97.2875 388.9 62 86 199 280 423 444 443 344 305 211 131 93
"2277" "USC00141612" 38.9408 -95.3397 299.9 64 113 223 399 501 564 406 423 414 325 211 135
"2278" "USC00141632" 39.6 -97.4003 395 54 86 205 215 420 444 399 349 311 219 131 92
"2279" "USC00141673" 37.0614 -95.6356 213.4 163 205 357 424 672 565 356 354 440 376 290 247
"2280" "USC00141699" 39.3925 -101.0689 966.2 41 48 112 203 329 254 377 278 145 158 72 48
"2281" "USC00141704" 37.2706 -99.3272 634.9 67 88 182 209 348 406 306 338 201 212 110 102
"2282" "USC00141730" 38.8972 -100.1136 733.7 49 61 157 185 282 284 352 241 176 131 76 64
"2283" "USC00141733" 38.0697 -95.3708 342.9 131 187 306 412 574 597 448 409 416 377 250 183
"2284" "USC00141740" 37.1764 -94.8397 275.8 163 221 341 447 628 552 405 340 459 389 341 248
"2285" "USC00141761" 39.5592 -97.6697 451.7 70 95 209 263 455 404 418 331 332 213 127 97
"2286" "USC00141795" 37.3842 -97.6431 417.6 82 137 306 308 451 517 355 351 269 288 179 114
"2287" "USC00141858" 38.3703 -96.5483 371.9 89 131 277 330 540 534 469 431 371 291 223 133
"2288" "USC00141867" 38.6758 -96.5097 402.3 81 118 256 330 466 513 423 411 321 246 187 109
"2289" "USC00141874" 39.7811 -97.8956 459.9 59 78 208 267 435 434 407 314 270 206 127 89
"2290" "USC00141875" 39.2425 -98.8678 573 61 80 207 247 364 348 423 331 247 173 125 89
"2291" "USC00141941" 39.805 -97.4583 477 57 82 206 308 466 488 417 331 303 215 136 90
"2292" "USC00141999" 39.3214 -99.5886 640.1 56 67 181 223 358 305 377 300 178 169 104 73
"2293" "USC00142086" 39.6689 -99.7319 669.3 44 62 151 217 370 269 342 273 162 173 90 59
"2294" "USC00142135" 38.5658 -96.8478 445.9 81 112 237 307 459 510 374 401 308 248 179 107
"2295" "USC00142213" 39.625 -100.4233 832.1 47 57 140 202 344 301 366 266 157 151 87 66
"2296" "USC00142267" 38.5967 -96.3806 367.9 92 139 264 317 507 535 457 406 313 267 204 133
"2297" "USC00142276" 38.4831 -97.225 420.6 84 122 264 318 501 466 435 392 316 245 171 112
"2298" "USC00142329" 39.3436 -95.1178 273.4 92 99 229 334 563 458 403 387 434 328 205 151
"2299" "USC00142388" 39.53 -95.3967 350.5 90 110 219 349 488 535 472 369 423 296 191 147
"2300" "USC00142396" 38.0522 -97.1275 438.9 84 133 282 313 471 573 399 411 339 287 195 115
"2301" "USC00142401" 37.8183 -96.8444 393.2 93 152 274 320 491 569 410 400 345 333 190 132
"2302" "USC00142409" 37.0072 -96.2722 243.8 132 175 335 375 624 571 374 338 412 422 243 192
"2303" "USC00142432" 37.0058 -101.8867 1097 49 47 142 144 232 297 233 286 146 145 55 56
"2304" "USC00142452" 38.9486 -99.5647 652.3 60 68 181 201 334 266 368 283 191 160 100 85
"2305" "USC00142459" 38.7278 -98.2267 466.3 62 106 235 243 450 393 363 394 305 220 111 93
"2306" "USC00142472" 38.4086 -96.6175 362.7 87 126 240 323 501 511 450 345 344 275 189 122
"2307" "USC00142478" 38.6833 -97.2333 399.3 85 122 275 278 466 483 415 391 285 241 167 124
"2308" "USC00142519" 39.3069 -96.0567 313.9 81 109 235 317 486 508 395 412 349 292 169 114
"2309" "USC00142548" 38.4294 -96.2189 371.9 89 121 252 332 535 576 452 418 326 307 202 129
"2310" "USC00142574" 38.9008 -97.1097 356.9 104 127 268 313 483 487 395 408 279 246 171 129
"2311" "USC00142582" 37.5839 -95.2439 274.3 160 182 310 418 589 593 422 320 470 413 268 215
"2312" "USC00142592" 39.9303 -98.4269 570 59 75 217 253 440 312 399 322 214 214 138 82
"2313" "USC00142602" 38.8592 -96.1058 430.1 89 135 283 358 527 559 394 433 360 272 209 127
"2314" "USC00142622" 37.8253 -96.2644 335.3 107 157 276 343 532 600 425 434 346 333 256 160
"2315" "USC00142652" 39.5539 -97.0631 413.6 58 80 198 269 418 440 457 347 286 196 141 82
"2316" "USC00142686" 37.6475 -96.0781 310.9 90 155 290 375 530 631 398 430 348 357 220 157
"2317" "USC00142773" 38.2422 -96.9242 393.2 82 114 268 279 469 510 373 368 328 268 176 101
"2318" "USC00142835" 37.8428 -94.7086 257.6 140 189 295 464 571 614 462 358 472 426 299 214
"2319" "USC00142848" 39.525 -96.5572 374 72 109 231 303 482 531 480 389 323 262 166 104
"2320" "USC00142872" 39.7069 -96.4186 360.9 87 128 250 297 473 510 439 357 347 263 164 111
"2321" "USC00142894" 37.5292 -95.8144 277.4 128 161 284 382 574 616 374 461 436 394 258 196
"2322" "USC00142938" 38.6367 -98.8722 597.4 58 80 206 226 364 377 398 324 281 176 100 81
"2323" "USC00142945" 37.4692 -95.3686 298.7 158 188 325 450 620 608 446 344 445 411 283 210
"2324" "USC00142980" 37.9931 -100.8122 874.2 47 52 123 174 300 310 280 251 142 122 54 60
"2325" "USC00143008" 38.28 -95.2178 305.1 121 185 267 398 503 588 430 402 392 361 250 190
"2326" "USC00143037" 38.5375 -98.1611 533.4 65 104 215 212 414 403 349 345 213 202 92 76
"2327" "USC00143074" 37.5081 -94.8392 300.2 167 219 365 433 644 572 396 322 479 416 314 245
"2328" "USC00143088" 39.3644 -97.835 408.1 71 99 187 246 435 292 361 313 255 208 121 78
"2329" "USC00143100" 39.5039 -98.315 457.2 57 66 180 233 372 405 420 290 252 187 117 90
"2330" "USC00143134" 38.2656 -97.3883 457.2 76 106 258 290 484 509 365 350 302 245 176 102
"2331" "USC00143138" 39.6539 -95.9808 424 77 125 253 346 474 481 431 390 366 272 170 112
"2332" "USC00143156" 39.1306 -102.0258 1185.7 37 47 96 163 271 341 325 287 133 145 68 39
"2333" "USC00143175" 38.9581 -100.5533 818.4 55 54 127 208 348 263 420 242 159 142 64 50
"2334" "USC00143218" 38.3758 -98.7803 566.9 61 83 194 236 438 397 341 333 196 205 97 85
"2335" "USC00143239" 37.6025 -99.3022 683.7 56 74 210 198 326 421 315 316 210 218 95 84
"2336" "USC00143248" 37.3589 -96.4483 352 100 174 299 370 552 610 329 374 364 348 241 173
"2337" "USC00143257" 38.1014 -95.8839 354.8 108 169 280 378 527 591 401 382 399 330 242 159
"2338" "USC00143323" 39.8586 -97.2936 438.9 59 88 200 276 460 478 396 370 310 216 135 95
"2339" "USC00143331" 37.2225 -96.0547 307.8 139 186 308 423 700 570 349 321 406 391 260 187
"2340" "USC00143366" 37.9697 -97.5547 431 75 115 268 295 471 483 394 359 296 266 167 106
"2341" "USC00143398" 39.8333 -96.8667 371.9 63 106 227 278 468 538 463 342 327 206 128 86
"2342" "USC00143467" 38.7833 -95.9667 359.7 114 144 269 342 494 571 349 394 365 295 212 129
"2343" "USC00143523" 38.8669 -99.3169 606.6 51 67 174 221 319 338 434 308 210 161 90 61
"2344" "USC00143527" 38.8586 -99.3358 612.6 50 71 181 214 326 283 392 304 205 158 89 72
"2345" "USC00143545" 37.5194 -97.3142 378 94 132 294 312 521 583 372 361 303 301 197 126
"2346" "USC00143554" 38.6003 -100.6197 868.7 51 64 140 212 337 293 309 278 192 155 84 64
"2347" "USC00143594" 38.6656 -96.9494 410 90 126 273 324 524 485 396 419 324 253 184 127
"2348" "USC00143620" 38.1386 -97.435 449.6 80 117 273 286 481 518 420 382 298 253 167 107
"2349" "USC00143634" 39.8122 -95.3539 318.5 78 115 217 339 466 472 416 377 363 266 189 119
"2350" "USC00143665" 39.3617 -99.8278 654.4 54 70 171 202 366 281 359 298 195 157 97 67
"2351" "USC00143667" 38.3569 -97.2025 435.9 80 124 249 319 498 474 430 403 325 253 171 105
"2352" "USC00143686" 38.6644 -94.89 307.8 116 163 251 378 581 615 406 416 469 382 247 154
"2353" "USC00143759" 39.4578 -95.755 320.6 92 132 242 358 482 551 439 410 395 343 200 135
"2354" "USC00143810" 39.6678 -95.52 313.9 82 127 236 363 529 529 469 384 384 315 193 138
"2355" "USC00143822" 37.4603 -96.2869 313.9 105 174 290 366 527 597 365 377 369 359 236 174
"2356" "USC00143837" 39.3533 -100.4397 824.8 52 60 137 211 344 237 346 278 138 141 85 63
"2357" "USC00143842" 39.25 -95.7 347.5 113 125 254 360 533 557 421 422 411 318 212 151
"2358" "USC00143847" 38.1042 -98.6592 569.1 76 104 224 251 446 389 365 315 192 222 111 96
"2359" "USC00143855" 37.1644 -101.3397 947.9 46 39 119 144 256 359 255 262 178 134 57 65
"2360" "USC00143867" 37.8117 -95.4456 286.5 144 181 319 414 574 603 490 448 430 366 277 189
"2361" "USC00143897" 39.2333 -98.3933 495.3 69 77 193 225 379 375 454 320 231 180 124 91
"2362" "USC00143929" 38.09 -97.9125 469.4 79 125 258 270 468 457 409 336 266 244 132 117
"2363" "USC00143930" 37.9311 -98.0297 478.5 69 108 256 272 444 486 376 314 267 234 133 102
"2364" "USC00143954" 37.2364 -95.7003 245.4 152 186 347 415 651 634 377 363 447 431 258 244
"2365" "USC00143974" 38.1869 -97.8417 464.8 82 109 289 280 490 461 419 359 266 264 148 106
"2366" "USC00143984" 37.9233 -95.4242 290.8 128 160 305 410 566 575 482 366 431 378 262 178
"2367" "USC00143997" 39.6611 -98.3483 481.6 59 63 192 231 408 360 414 291 232 176 111 82
"2368" "USC00144073" 38.7203 -100.5264 781.8 50 55 132 196 368 278 320 252 174 137 77 68
"2369" "USC00144087" 38.1964 -99.9181 740.7 65 75 179 199 336 340 331 264 176 164 84 84
"2370" "USC00144089" 39.6678 -98.1567 487.7 57 90 189 251 390 392 412 273 238 186 116 88
"2371" "USC00144104" 38.2547 -95.75 334.1 97 126 245 362 465 540 476 388 343 327 222 159
"2372" "USC00144114" 37.5669 -101.7508 1015 49 38 107 119 195 236 257 314 171 136 59 58
"2373" "USC00144161" 38.0586 -100.2989 813.8 53 58 156 180 285 348 301 260 149 144 66 67
"2374" "USC00144166" 38.1272 -100.5078 806.2 48 54 126 174 297 325 269 289 138 128 65 57
"2375" "USC00144178" 38.6078 -97.9597 454.8 64 95 213 249 403 416 372 362 248 213 109 78
"2376" "USC00144313" 37.6361 -98.1136 470.9 81 121 282 278 446 480 349 338 286 300 151 110
"2377" "USC00144333" 37.9283 -99.3656 658.1 66 83 219 236 367 382 360 355 206 201 99 106
"2378" "USC00144357" 39.6619 -99.1228 517.2 49 72 186 228 405 331 399 310 209 181 107 74
"2379" "USC00144421" 38.3261 -94.6956 256.9 130 180 296 395 585 592 439 321 410 368 276 186
"2380" "USC00144464" 37.9411 -101.2492 913.8 34 44 98 155 254 319 288 265 157 144 60 60
"2381" "USC00144488" 38.4425 -95.0792 265.2 144 155 277 402 574 596 423 388 399 375 262 161
"2382" "USC00144530" 38.1817 -99.0994 608.1 62 82 186 216 368 464 375 285 168 188 94 91
"2383" "USC00144559" 38.9583 -95.2514 306.3 98 136 271 406 536 588 414 405 420 335 220 160
"2384" "USC00144588" 39.3256 -94.9189 265.2 103 147 274 404 538 592 520 449 482 378 245 159
"2385" "USC00144598" 39.8125 -98.5558 571.2 63 78 212 242 421 374 440 313 210 209 130 80
"2386" "USC00144608" 38.4161 -95.8511 360 109 140 261 359 560 567 470 446 366 331 250 146
"2387" "USC00144613" 39.0464 -95.3919 271.9 104 127 276 375 529 571 394 423 384 331 222 161
"2388" "USC00144642" 39.6092 -100.0014 688.8 40 50 161 215 373 254 366 249 167 160 91 67
"2389" "USC00144665" 38.4794 -101.3658 1009.5 42 53 138 200 257 258 290 279 157 147 65 57
"2390" "USC00144675" 38.08 -95.6397 306 111 159 310 392 540 611 435 412 405 379 243 171
"2391" "USC00144695" 37.0222 -100.9294 863.8 45 65 134 169 269 301 297 223 183 191 78 70
"2392" "USC00144708" 39.5942 -96.3331 409 66 101 230 311 487 547 450 384 339 247 162 107
"2393" "USC00144712" 39.0294 -98.13 423.7 67 101 211 267 423 383 396 379 249 189 120 89
"2394" "USC00144729" 38.4969 -96.9619 432.8 80 119 265 328 515 507 490 440 349 266 173 110
"2395" "USC00144735" 38.5753 -97.6753 405.4 83 116 246 275 405 426 409 352 247 227 144 100
"2396" "USC00144775" 39.6658 -99.5772 591.3 43 60 171 203 373 276 367 285 159 182 86 68
"2397" "USC00144802" 39.1508 -97.335 406.9 78 105 221 270 452 389 391 410 290 237 131 115
"2398" "USC00144807" 39.9694 -99.5339 643.1 48 69 190 231 416 319 381 297 183 193 98 60
"2399" "USC00144812" 37.3833 -96.0814 286.5 129 182 309 409 587 667 399 373 429 373 256 193
"2400" "USC00144821" 38.6539 -99.1797 609.6 52 70 171 231 375 327 376 299 203 147 92 78
"2401" "USC00144857" 39.9 -98.0256 488.3 54 67 189 250 403 383 413 316 258 191 124 81
"2402" "USC00144893" 39.1061 -98.6697 474 63 80 193 249 381 372 402 343 247 182 112 78
"2403" "USC00144912" 38.6228 -95.6322 317 90 124 275 381 529 496 380 382 451 314 248 138
"2404" "USC00144937" 38.1353 -96.14 356.6 107 145 266 334 525 593 467 432 338 336 256 159
"2405" "USC00144972" 39.1972 -96.5814 324.6 63 108 249 317 509 570 442 412 343 269 173 107
"2406" "USC00144982" 39.7889 -98.2039 534.9 67 79 214 265 431 357 406 318 247 202 125 88
"2407" "USC00145039" 38.3778 -97.0753 417.3 77 107 244 314 503 497 390 412 350 267 167 105
"2408" "USC00145063" 39.8383 -96.6364 358.1 72 98 246 293 450 538 462 389 327 236 151 103
"2409" "USC00145069" 38.1847 -96.5692 396.2 85 124 272 324 459 547 418 406 334 312 208 122
"2410" "USC00145115" 38.5872 -99.5731 655.3 56 72 180 203 320 339 346 314 179 166 86 71
"2411" "USC00145127" 39.7844 -101.3686 1025.3 52 55 131 213 360 324 322 273 135 167 85 58
"2412" "USC00145132" 39.0542 -96.2367 313.9 76 111 228 350 503 525 467 478 354 272 181 115
"2413" "USC00145152" 38.3772 -97.6097 463.3 79 119 269 287 498 495 394 360 286 245 143 104
"2414" "USC00145171" 37.285 -100.345 755 69 70 179 177 279 380 322 205 181 214 67 86
"2415" "USC00145173" 37.2767 -98.58 448.1 68 108 264 254 422 443 282 321 222 250 167 82
"2416" "USC00145210" 38.5039 -95.7036 333.1 92 138 276 366 549 569 476 372 416 318 236 139
"2417" "USC00145306" 39.0744 -96.8983 368.8 64 109 238 293 477 485 408 393 310 269 147 101
"2418" "USC00145321" 38.5819 -96.0186 339.9 88 127 272 358 519 547 443 418 351 288 210 141
"2419" "USC00145335" 39.3506 -97.4547 433.1 72 108 236 283 457 423 403 347 325 217 129 116
"2420" "USC00145355" 39.2767 -100.8389 922 48 45 107 193 293 226 359 274 125 153 75 48
"2421" "USC00145363" 39.1247 -97.7047 402.9 81 111 231 245 464 413 436 407 249 233 124 115
"2422" "USC00145421" 37.5922 -100.4389 844.3 49 59 171 167 292 343 261 309 194 180 66 78
"2423" "USC00145463" 37.9192 -95.175 335.3 132 183 313 424 560 574 437 371 393 381 286 187
"2424" "USC00145483" 39.3769 -100.0719 729.7 51 69 164 196 370 251 375 277 178 154 96 61
"2425" "USC00145528" 38.1433 -94.8233 256 142 200 309 428 546 590 418 386 424 389 288 201
"2426" "USC00145536" 37.1872 -95.4508 243.8 165 195 347 432 660 598 383 354 487 414 298 228
"2427" "USC00145539" 37.8658 -97.6647 438.9 89 130 284 280 441 497 353 364 302 262 167 114
"2428" "USC00145628" 39.185 -99.025 557.8 69 85 193 229 354 357 389 355 211 185 115 87
"2429" "USC00145632" 37.4156 -95.6919 243.8 147 181 287 427 585 673 468 365 444 425 300 187
"2430" "USC00145692" 38.4478 -99.91 685.8 53 67 174 194 308 306 352 280 184 146 88 74
"2431" "USC00145744" 38.0344 -97.3431 438.9 78 112 271 284 445 495 363 345 307 260 181 104
"2432" "USC00145768" 38.9667 -97.4667 365.8 57 100 203 260 471 370 390 381 265 242 113 85
"2433" "USC00145787" 39.8133 -100.2411 774.2 42 44 121 183 355 288 382 259 166 154 72 43
"2434" "USC00145852" 39.8114 -99.9386 713.2 42 51 161 279 441 332 381 314 186 212 98 87
"2435" "USC00145856" 39.7411 -99.8361 719.3 62 63 165 228 389 278 339 255 160 175 98 66
"2436" "USC00145863" 39.695 -97.7747 429.8 57 66 201 255 425 476 396 325 267 201 120 65
"2437" "USC00145870" 37.455 -97.8486 457.2 83 118 275 306 442 504 308 336 261 294 158 108
"2438" "USC00145888" 39.1131 -100.9447 944.9 47 50 117 185 304 233 385 257 153 145 82 49
"2439" "USC00145892" 38.7853 -100.8739 830.6 45 51 114 149 318 262 363 237 171 128 59 41
"2440" "USC00145906" 39.8183 -100.5331 795.5 45 64 142 218 359 328 339 280 158 169 89 61
"2441" "USC00145920" 37.8167 -99.5611 685.8 55 74 179 208 332 315 316 344 215 181 87 91
"2442" "USC00145972" 38.8875 -94.7603 321.6 128 166 269 400 541 591 439 396 471 338 269 178
"2443" "USC00146014" 39.4931 -96.1758 346.9 74 109 227 308 493 546 443 383 328 252 167 109
"2444" "USC00146076" 38.6361 -95.8031 331.9 91 139 302 394 583 561 430 400 387 311 252 147
"2445" "USC00146084" 38.5019 -94.9597 262.1 108 156 282 361 523 586 428 338 395 350 253 162
"2446" "USC00146088" 39.4286 -98.6944 490.7 54 59 187 252 375 335 376 255 373 192 112 71
"2447" "USC00146100" 39.2419 -95.2725 338 106 125 260 347 556 553 436 421 419 311 209 160
"2448" "USC00146115" 37.175 -95.1039 254.5 177 210 343 428 640 566 381 318 485 379 341 248
"2449" "USC00146128" 38.6133 -95.2808 280.1 123 147 267 384 541 563 409 404 412 332 270 178
"2450" "USC00146154" 38.7317 -95.4428 335 111 137 282 353 526 573 441 400 380 331 235 148
"2451" "USC00146169" 37.2736 -97.1694 359.7 104 165 284 294 502 559 359 381 281 332 226 133
"2452" "USC00146192" 39.2542 -99.5625 694.9 51 72 189 226 363 303 372 300 187 176 109 67
"2453" "USC00146209" 38.5911 -94.8778 262.1 128 169 277 392 580 653 405 409 437 355 255 177
"2454" "USC00146217" 39.5533 -96.8753 398.7 72 111 228 297 449 466 398 383 303 226 158 114
"2455" "USC00146242" 37.3678 -95.2892 277.4 141 177 319 438 593 553 392 329 469 386 294 206
"2456" "USC00146292" 38.1739 -97.1114 417.6 80 119 261 312 469 512 428 401 327 279 182 115
"2457" "USC00146305" 37.4347 -97.3922 374 95 135 295 302 484 579 413 362 299 280 181 129
"2458" "USC00146333" 39.1172 -95.4097 291.7 93 110 253 383 543 585 437 422 424 308 210 150
"2459" "USC00146340" 37.1861 -97.5086 370.3 95 123 269 286 449 489 382 318 259 292 192 110
"2460" "USC00146378" 39.7433 -99.3158 575.8 46 77 213 228 439 302 351 307 181 194 139 65
"2461" "USC00146414" 37.39 -94.7025 277.4 176 224 338 414 647 633 409 340 531 389 356 232
"2462" "USC00146435" 39.245 -99.3808 634.9 59 69 191 214 357 320 412 342 210 168 119 82
"2463" "USC00146498" 38.645 -95.5661 322.5 112 145 265 381 526 582 379 394 432 320 257 156
"2464" "USC00146524" 37.9856 -97.0347 408.4 85 119 264 328 481 560 453 375 322 298 202 119
"2465" "USC00146549" 37.6456 -98.7281 571.5 69 96 243 258 368 440 303 337 238 228 118 96
"2466" "USC00146573" 37.7925 -98.0278 481.6 77 113 289 264 447 459 396 356 271 289 137 109
"2467" "USC00146637" 39.0664 -100.2394 816.3 54 73 167 228 376 291 405 263 174 157 94 80
"2468" "USC00146679" 39.4564 -96.8336 356.6 66 105 219 272 463 459 394 404 288 232 170 100
"2469" "USC00146685" 38.6533 -99.9003 759 58 59 156 189 313 297 348 250 175 156 95 75
"2470" "USC00146725" 38.55 -95.95 320 118 140 287 353 541 534 442 407 372 266 232 148
"2471" "USC00146787" 39.4572 -100.7578 899.2 40 49 121 215 350 281 379 292 134 148 81 59
"2472" "USC00146808" 37.2633 -101.7886 1032.4 40 45 108 136 256 274 244 262 158 154 50 57
"2473" "USC00146813" 37.2294 -101.9511 1075.9 33 33 99 112 211 264 248 272 180 137 53 50
"2474" "USC00146907" 37.42 -97.0497 368.8 111 155 316 343 514 657 451 375 320 331 216 140
"2475" "USC00146979" 37.8072 -96.6797 448.1 83 140 254 334 513 554 361 425 369 342 213 139
"2476" "USC00147007" 39.1333 -95.9486 282.9 81 107 249 346 504 536 449 446 406 288 187 122
"2477" "USC00147049" 38.9117 -101.1711 887 44 56 121 157 278 271 303 248 130 133 67 46
"2478" "USC00147050" 38.9617 -101.1664 934.2 26 37 104 200 263 199 288 230 123 117 79 46
"2479" "USC00147075" 38.3914 -96.4456 353.6 83 114 278 339 495 512 459 333 354 320 238 117
"2480" "USC00147093" 39.7675 -101.8067 1024.7 45 44 99 168 284 244 290 255 132 134 64 43
"2481" "USC00147095" 39.8303 -101.9189 1100.9 44 53 114 202 293 272 302 221 124 127 66 48
"2482" "USC00147140" 39.2044 -100.0272 762 68 77 170 228 382 280 349 271 201 141 103 75
"2483" "USC00147192" 38.1903 -99.3319 622.1 59 101 182 200 324 365 358 269 191 177 82 80
"2484" "USC00147248" 39.7989 -97.7736 463 45 74 212 296 421 381 424 326 284 214 126 79
"2485" "USC00147271" 38.4819 -100.9189 905.3 58 57 129 194 279 291 295 271 159 138 74 70
"2486" "USC00147305" 37.1317 -96.1861 274.3 130 178 322 394 662 581 343 301 408 411 260 196
"2487" "USC00147313" 37.915 -97.4381 419.1 73 116 279 276 483 439 318 350 304 287 185 108
"2488" "USC00147397" 38.8961 -101.7514 1051.6 46 59 127 168 279 285 347 264 139 133 74 56
"2489" "USC00147407" 38.2736 -95.6378 344.1 106 140 270 398 622 552 435 398 390 360 241 159
"2490" "USC00147534" 37.5339 -96.8814 405.4 88 140 266 322 633 634 423 373 335 344 195 152
"2491" "USC00147542" 39.7772 -98.7783 542.5 49 58 187 227 392 361 387 330 204 188 122 66
"2492" "USC00147551" 38.7431 -97.6678 390.1 65 109 254 291 468 425 386 366 274 245 130 103
"2493" "USC00147796" 38.2144 -98.2078 498.7 81 94 252 247 426 433 369 348 246 242 99 93
"2494" "USC00147809" 38.7694 -94.6683 335.3 137 176 261 422 596 581 418 414 468 357 262 177
"2495" "USC00147832" 39.4453 -99.2453 539.8 47 62 185 216 355 320 396 329 189 164 112 72
"2496" "USC00147904" 39.4708 -100.2186 765 46 44 127 212 359 255 333 252 184 147 85 48
"2497" "USC00147922" 37.4414 -100.9792 898.9 40 45 122 146 249 314 241 258 153 146 67 61
"2498" "USC00147965" 37.3797 -98.9192 514.8 76 103 262 251 425 435 345 347 299 243 122 102
"2499" "USC00147968" 37.2817 -98.925 588.3 70 97 244 228 371 463 253 405 252 213 109 86
"2500" "USC00148026" 39.0297 -98.3786 466.3 61 84 190 250 429 387 420 362 258 193 127 98
"2501" "USC00148038" 37.9928 -101.7417 1008.3 42 45 111 133 206 236 300 258 127 115 54 55
"2502" "USC00148061" 38.4331 -96.5578 381 85 125 252 317 510 519 430 408 327 286 196 117
"2503" "USC00148086" 39.0175 -97.8814 399.3 80 105 232 279 422 385 456 317 296 232 118 86
"2504" "USC00148114" 37.9394 -96.3067 432.8 85 145 253 320 495 597 403 406 352 310 234 140
"2505" "USC00148156" 39.0314 -95.0522 253 120 136 253 386 499 553 421 406 455 317 213 162
"2506" "USC00148235" 38.4661 -101.7758 1108.3 49 52 122 145 238 294 285 233 118 149 55 50
"2507" "USC00148240" 38.655 -101.6961 1112.2 39 52 121 168 278 275 301 272 129 149 61 44
"2508" "USC00148245" 37.8236 -99.0781 624.8 67 83 214 222 426 423 309 315 197 222 96 89
"2509" "USC00148250" 39.8283 -95.0881 317 89 127 236 356 533 518 432 421 364 316 193 138
"2510" "USC00148257" 37.8083 -98.4305 524.3 70 94 267 245 399 410 387 305 211 253 124 103
"2511" "USC00148259" 39.2475 -96.5994 322.2 48 106 215 296 484 523 419 401 304 247 156 96
"2512" "USC00148287" 37.5983 -101.2908 932.7 46 40 107 137 212 270 240 266 158 141 55 54
"2513" "USC00148293" 37.8478 -94.9775 289.6 145 220 331 438 544 548 429 389 460 440 265 214
"2514" "USC00148323" 38.6397 -100.1675 798.6 60 74 170 187 325 334 385 260 171 154 88 79
"2515" "USC00148341" 39.3033 -95.4861 321.9 100 133 245 356 566 563 363 434 438 317 203 148
"2516" "USC00148495" 39.0297 -99.8831 749.8 64 80 172 213 350 293 377 280 206 159 99 74
"2517" "USC00148498" 39.23 -99.88 722.4 44 60 146 207 356 246 368 271 179 144 83 71
"2518" "USC00148503" 39.2303 -97.0894 378 66 86 226 295 444 420 384 420 327 250 151 100
"2519" "USC00148535" 38.9111 -101.5853 993.6 39 48 117 166 272 265 388 277 160 147 67 54
"2520" "USC00148549" 37.5578 -95.06 275.8 169 197 322 452 599 630 449 341 494 420 300 231
